t[s],HighestCellTemperature[DegC]
317.383423,70.5
317.483429,70.5
317.583448,70.6
317.682939,70.6
317.782951,70.7
317.882957,70.7
317.982925,70.8
318.082937,70.8
318.182942,70.9
318.282943,71
318.383442,71
318.483423,71.1
318.583429,71.1
318.683429,71.2
318.783428,71.2
318.883427,71.3
318.983424,71.3
319.083426,71.4
319.183424,71.5
319.283427,71.5
319.383433,71.6
319.48342,71.6
319.583424,71.7
319.683434,71.7
319.782958,71.8
319.882942,71.8
319.98345,71.9
320.08344,71.9
320.183431,72
320.283423,72.1
320.38343,72.1
320.483425,72.2
320.583423,72.2
320.683422,72.3
320.783423,72.3
320.883426,72.4
320.983426,72.4
321.083422,72.5
321.183426,72.5
321.283438,72.6
321.383422,72.7
321.483436,72.7
321.583452,72.8
321.683436,72.8
321.783442,72.9
321.883433,72.9
321.983408,73
322.083408,73
322.183424,73.1
322.283429,73.2
322.383406,73.2
322.483424,73.3
322.583423,73.3
322.683425,73.4
322.783446,73.4
322.883423,73.5
322.98347,73.5
323.083435,73.6
323.183425,73.6
323.283434,73.7
323.383435,73.8
323.483436,73.8
323.583432,73.9
323.683417,73.9
323.783436,74
323.883416,74
323.983428,74.1
324.083428,74.1
324.183423,74.2
324.283406,74.3
324.383445,74.3
324.483424,74.4
324.583418,74.4
324.683415,74.5
324.783433,74.5
324.883465,74.6
324.983438,74.6
325.083509,74.7
325.183463,74.7
325.283449,74.8
325.383436,74.8
325.483436,74.9
325.583442,75
325.683424,75
325.783441,75.1
325.883434,75.1
325.983404,75.2
326.083448,75.2
326.18344,75.3
326.283416,75.3
326.383452,75.4
326.483455,75.4
326.583437,75.5
326.683434,75.5
326.783438,75.6
326.883441,75.7
326.983438,75.7
327.083423,75.8
327.183436,75.8
327.283418,75.9
327.383435,75.9
327.483433,76
327.583461,76
327.68394,76.1
327.783921,76.1
327.883943,76.2
327.983918,76.2
328.08391,76.3
328.183907,76.4
328.283924,76.4
328.383922,76.5
328.483747,76.5
328.583923,76.6
328.683932,76.6
328.783927,76.7
328.883922,76.7
328.983924,76.8
329.083449,76.8
329.183439,76.9
329.28392,76.9
329.383925,77
329.483926,77
329.583922,77.1
329.683944,77.2
329.788977,77.2
329.883923,77.3
329.983931,77.3
330.08392,77.4
330.183927,77.4
330.283923,77.5
330.383927,77.5
330.483928,77.6
330.58392,77.6
330.683938,77.7
330.783809,77.7
330.883917,77.8
330.983933,77.8
331.083937,77.8
331.18393,77.9
331.283941,77.9
331.383933,78
331.483932,78
331.583932,78.1
331.683952,78.1
331.783934,78.2
331.88394,78.2
331.983947,78.3
332.083932,78.3
332.184456,78.3
332.283934,78.4
332.383914,78.4
332.483931,78.5
332.583949,78.5
332.683937,78.5
332.78393,78.6
332.883939,78.6
332.983931,78.7
333.083932,78.7
333.183927,78.7
333.283934,78.8
333.383954,78.8
333.483938,78.9
333.583935,78.9
333.683937,78.9
333.783953,79
333.884437,79
333.984421,79
334.084426,79.1
334.184424,79.1
334.283932,79.1
334.383955,79.2
334.483935,79.2
334.583938,79.2
334.683942,79.3
334.783936,79.3
334.883931,79.3
334.983932,79.4
335.083939,79.4
335.183949,79.4
335.283956,79.5
335.384452,79.5
335.484421,79.5
335.584422,79.5
335.684444,79.6
335.78442,79.6
335.884437,79.6
335.984422,79.7
336.08442,79.7
336.18445,79.7
336.283937,79.7
336.383937,79.8
336.483957,79.8
336.583943,79.8
336.683934,79.8
336.783995,79.9
336.884454,79.9
336.984448,79.9
337.084414,79.9
337.184423,79.9
337.284425,80
337.384435,80
337.484427,80
337.58442,80
337.684442,80.1
337.78442,80.1
337.884424,80.1
337.984427,80.1
338.084432,80.1
338.184435,80.2
338.284427,80.2
338.383964,80.2
338.483944,80.2
338.584447,80.2
338.684426,80.2
338.784443,80.3
338.884446,80.3
338.984422,80.3
339.08442,80.3
339.184423,80.3
339.284425,80.4
339.384422,80.4
339.484425,80.4
339.584421,80.4
339.684421,80.4
339.784434,80.4
339.884425,80.4
339.984422,80.5
340.084442,80.5
340.184455,80.5
340.284432,80.5
340.384432,80.5
340.484451,80.5
340.584427,80.5
340.684421,80.5
340.78443,80.6
340.884426,80.6
340.984423,80.6
341.084427,80.6
341.184424,80.6
341.284421,80.6
341.384449,80.6
341.484425,80.6
341.584466,80.6
341.684453,80.6
341.784438,80.6
341.884438,80.7
341.984451,80.7
342.08442,80.7
342.184452,80.7
342.284432,80.7
342.384438,80.7
342.484432,80.7
342.584434,80.7
342.684422,80.7
342.784428,80.7
342.884403,80.7
342.984422,80.7
343.084426,80.7
343.184421,80.8
343.284442,80.8
343.384455,80.8
343.484434,80.8
343.58445,80.8
343.684434,80.8
343.784434,80.8
343.884433,80.8
343.984435,80.8
344.08443,80.8
344.184453,80.8
344.284453,80.8
344.384433,80.8
344.484924,80.8
344.58443,80.8
344.684446,80.8
344.784434,80.8
344.884432,80.8
344.984436,80.8
345.092984,80.8
345.184433,80.8
345.284433,80.8
345.384432,80.8
345.484443,80.8
345.584432,80.8
345.684439,80.8
345.784431,80.8
345.884436,80.8
345.984433,80.8
346.084434,80.9
346.184444,80.9
346.284956,80.9
346.384952,80.9
346.484928,80.9
346.584938,80.9
346.684434,80.9
346.784432,80.9
346.884433,80.9
346.984442,80.9
347.084438,80.9
347.184433,80.9
347.284438,80.9
347.384448,80.9
347.484432,80.9
347.584433,80.9
347.684934,80.9
347.784922,80.9
347.884922,80.9
347.984922,80.9
348.084923,80.9
348.184925,80.9
348.284948,80.9
348.384951,80.9
348.48492,80.9
348.584941,80.9
348.684447,80.9
348.784465,80.9
348.884433,80.9
348.984431,80.9
349.084435,80.9
349.184922,80.9
349.284924,80.9
349.384927,80.9
349.484924,80.9
349.584921,80.9
349.684927,80.9
349.784923,80.9
349.884934,80.9
349.984925,80.9
350.084925,80.8
350.184938,80.8
350.284934,80.8
350.384924,80.8
350.484936,80.8
350.584923,80.8
350.684936,80.8
350.784956,80.8
350.884928,80.8
350.984922,80.8
351.084921,80.8
351.184934,80.8
351.284927,80.8
351.384941,80.8
351.484927,80.8
351.584925,80.8
351.684922,80.8
351.784924,80.8
351.884919,80.8
351.984907,80.8
352.084928,80.8
352.18494,80.8
352.284931,80.8
352.384949,80.8
352.48494,80.8
352.584933,80.8
352.684935,80.8
352.784936,80.8
352.884933,80.8
352.984933,80.8
353.084934,80.8
353.184941,80.8
353.284961,80.7
353.384935,80.7
353.484937,80.7
353.584941,80.7
353.684948,80.7
353.784937,80.7
353.884944,80.7
353.984931,80.7
354.08494,80.7
354.184931,80.7
354.284932,80.7
354.384951,80.7
354.484946,80.7
354.584936,80.7
354.684944,80.7
354.78493,80.7
354.884931,80.7
354.984933,80.7
355.084934,80.7
355.184936,80.7
355.284938,80.7
355.384936,80.7
355.484936,80.6
355.584962,80.6
355.684948,80.6
355.784931,80.6
355.884944,80.6
355.984935,80.6
356.084943,80.6
356.184936,80.6
356.28493,80.6
356.384935,80.6
356.484934,80.6
356.584932,80.6
356.684952,80.6
356.784944,80.6
356.884952,80.6
356.984947,80.6
357.084942,80.6
357.184944,80.6
357.284936,80.5
357.384935,80.5
357.484933,80.5
357.584931,80.5
357.684931,80.5
357.78495,80.5
357.88493,80.5
357.98493,80.5
358.084939,80.5
358.184932,80.5
358.284939,80.5
358.384951,80.5
358.484943,80.5
358.584968,80.5
358.685425,80.5
358.78545,80.5
358.88542,80.5
358.985421,80.5
359.085423,80.4
359.184931,80.4
359.284932,80.4
359.384967,80.4
359.484966,80.4
359.584934,80.4
359.684948,80.4
359.784955,80.4
359.884931,80.4
359.984963,80.4
360.085449,80.4
360.185442,80.4
360.285444,80.4
360.385444,80.4
360.485428,80.4
360.585421,80.4
360.68542,80.4
360.785422,80.3
360.885426,80.3
360.985421,80.3
361.085422,80.3
361.184933,80.3
361.284939,80.3
361.384954,80.3
361.484942,80.3
361.584937,80.3
361.685447,80.3
361.785449,80.3
361.885424,80.3
361.985427,80.3
362.085425,80.3
362.185427,80.3
362.285427,80.3
362.385422,80.3
362.485424,80.2
362.585421,80.2
362.685421,80.2
362.785447,80.2
362.885429,80.2
362.985424,80.2
363.085425,80.2
363.185423,80.2
363.285457,80.2
363.385444,80.2
363.48542,80.2
363.585425,80.2
363.68542,80.2
363.785422,80.1
363.885428,80.1
363.985427,80.1
364.085428,80.1
364.185421,80.1
364.285452,80.1
364.38543,80.1
364.485423,80.1
364.585422,80.1
364.685423,80.1
364.785431,80.1
364.885432,80.1
364.985431,80.1
365.085433,80.1
365.185447,80
365.285432,80
365.385444,80
365.48542,80
365.585438,80
365.685424,80
365.785421,80
365.885422,80
365.985424,80
366.085426,80
366.185427,80
366.285432,80
366.385421,80
366.485453,80
366.585461,79.9
366.685448,79.9
366.785438,79.9
366.885434,79.9
366.985441,79.9
367.085444,79.9
367.185433,79.9
367.285435,79.9
367.38543,79.9
367.485426,79.9
367.585427,79.9
367.685421,79.9
367.785426,79.9
367.885424,79.8
367.985438,79.8
368.08543,79.8
368.185443,79.8
368.285435,79.8
368.385449,79.8
368.485432,79.8
368.585431,79.8
368.685436,79.8
368.785432,79.8
368.885444,79.8
368.985439,79.8
369.085442,79.8
369.185463,79.8
369.285438,79.7
369.385936,79.7
369.485422,79.7
369.585447,79.7
369.685431,79.7
369.78543,79.7
369.885503,79.7
369.985431,79.7
370.085433,79.7
370.185432,79.7
370.285414,79.7
370.385432,79.7
370.485433,79.7
370.585448,79.7
370.685456,79.6
370.785444,79.6
370.885452,79.6
370.985923,79.6
371.085923,79.6
371.185942,79.6
371.285943,79.6
371.385939,79.6
371.48543,79.6
371.585451,79.6
371.685438,79.6
371.785445,79.6
371.885434,79.6
371.985446,79.6
372.085416,79.5
372.185444,79.5
372.285434,79.5
372.385442,79.5
372.485455,79.5
372.585924,79.5
372.685939,79.5
372.785921,79.5
372.885934,79.5
372.985924,79.5
373.086012,79.5
373.185904,79.5
373.285954,79.5
373.385942,79.4
373.48545,79.4
373.585468,79.4
373.685432,79.4
373.785432,79.4
373.885438,79.4
373.98544,79.4
374.08592,79.4
374.18592,79.4
374.285934,79.4
374.385928,79.4
374.485922,79.4
374.585921,79.4
374.685926,79.4
374.785935,79.3
374.885927,79.3
374.985925,79.3
375.085974,79.3
375.185922,79.3
375.285942,79.3
375.385923,79.3
375.485924,79.3
375.585938,79.3
375.685921,79.3
375.785926,79.3
375.886081,79.3
375.985924,79.3
376.085926,79.3
376.185927,79.2
376.285921,79.2
376.385927,79.2
376.485926,79.2
376.585932,79.2
376.685927,79.2
376.785927,79.2
376.885943,79.2
376.985934,79.2
377.085931,79.2
377.185959,79.2
377.285936,79.2
377.38594,79.2
377.485914,79.1
377.585931,79.1
377.685931,79.1
377.785956,79.1
377.885932,79.1
377.985932,79.1
378.085932,79.1
378.185952,79.1
378.285943,79.1
378.38595,79.1
378.485935,79.1
378.585931,79.1
378.685937,79.1
378.786422,79.1
378.885938,79
378.985949,79
379.085936,79
379.185933,79
379.285941,79
379.385939,79
379.485932,79
379.585934,79
379.685932,79
379.785939,79
379.885959,79
379.985933,79
380.085931,79
380.185937,79
380.286425,78.9
380.38642,78.9
380.486426,78.9
380.586423,78.9
380.68642,78.9
380.786436,78.9
380.886438,78.9
380.986427,78.9
381.08642,78.9
381.186421,78.9
381.286427,78.9
381.385933,78.9
381.485932,78.9
381.585946,78.8
381.685933,78.8
381.785947,78.8
381.886441,78.8
381.986437,78.8
382.086424,78.8
382.186421,78.8
382.286424,78.8
382.386421,78.8
382.486422,78.8
382.586422,78.8
382.686423,78.8
382.786444,78.8
382.886424,78.7
382.986444,78.7
383.08643,78.7
383.186427,78.7
383.286424,78.7
383.386432,78.7
383.485994,78.7
383.586438,78.7
383.686426,78.7
383.786427,78.7
383.886421,78.7
383.986402,78.7
384.086442,78.6
384.186423,78.6
384.286443,78.6
384.386426,78.6
384.486428,78.6
384.586427,78.6
384.686404,78.6
384.786429,78.6
384.886423,78.6
384.986426,78.6
385.086434,78.6
385.186436,78.6
385.286433,78.6
385.386443,78.6
385.486433,78.5
385.586431,78.5
385.686425,78.5
385.786423,78.5
385.88642,78.5
385.986426,78.5
386.086427,78.5
386.186425,78.5
386.286428,78.5
386.386443,78.5
386.486432,78.5
386.586432,78.5
386.686442,78.5
386.786439,78.4
386.886448,78.4
386.98645,78.4
387.086436,78.4
387.186434,78.4
387.286435,78.4
387.386461,78.4
387.486433,78.4
387.586472,78.4
387.686423,78.4
387.786421,78.4
387.886422,78.4
387.986433,78.4
388.086448,78.3
388.186434,78.3
388.286442,78.3
388.386454,78.3
388.486431,78.3
388.586438,78.3
388.686435,78.3
388.786433,78.3
388.886434,78.3
388.986443,78.3
389.086432,78.3
389.186452,78.3
389.286438,78.3
389.386432,78.2
389.486434,78.2
389.586416,78.2
389.68643,78.2
389.786432,78.2
389.886434,78.2
389.986436,78.2
390.086431,78.2
390.186435,78.2
390.286431,78.2
390.386434,78.2
390.486436,78.2
390.586437,78.2
390.686457,78.2
390.786432,78.2
390.886476,78.1
390.986922,78.1
391.086436,78.1
391.18692,78.1
391.28692,78.1
391.386951,78.1
391.486924,78.1
391.586946,78.1
391.686949,78.1
391.786437,78.1
391.886434,78.1
391.986433,78.1
392.086434,78.1
392.186433,78.1
392.286453,78.1
392.386439,78
392.486433,78
392.586434,78
392.686943,78
392.786921,78
392.886922,78
392.98692,78
393.086927,78
393.186923,78
393.286921,78
393.386924,78
393.486922,78
393.586948,78
393.686956,78
393.786473,77.9
393.886471,77.9
393.986431,77.9
394.086448,77.9
394.186449,77.9
394.286933,77.9
394.386922,77.9
394.486922,77.9
394.586927,77.9
394.686926,77.9
394.786935,77.9
394.886927,77.9
394.986922,77.8
395.086922,77.8
395.18692,77.8
395.286925,77.8
395.386905,77.8
395.486927,77.8
395.586922,77.8
395.686932,77.8
395.786934,77.8
395.886932,77.8
395.986927,77.8
396.086925,77.8
396.186922,77.8
396.286931,77.8
396.386924,77.7
396.486925,77.7
396.58692,77.7
396.686925,77.7
396.786923,77.7
396.88692,77.7
396.986923,77.7
397.086925,77.7
397.18696,77.7
397.286969,77.7
397.387438,77.7
397.486942,77.7
397.586965,77.7
397.686933,77.7
397.786955,77.7
397.886931,77.6
397.986946,77.6
398.086948,77.6
398.18694,77.6
398.286934,77.6
398.386954,77.6
398.486953,77.6
398.586935,77.6
398.686939,77.6
398.786938,77.6
398.887446,77.6
398.986954,77.6
399.086963,77.6
399.18693,77.6
399.28693,77.6
399.386932,77.5
399.486948,77.5
399.586951,77.5
399.686944,77.5
399.78693,77.5
399.886933,77.5
399.98693,77.5
400.086936,77.5
400.186938,77.5
400.286941,77.5
400.387449,77.5
400.486964,77.5
400.586939,77.5
400.686939,77.5
400.786931,77.4
400.886964,77.4
400.986932,77.4
401.086933,77.4
401.186934,77.4
401.286944,77.4
401.386948,77.4
401.486952,77.4
401.586936,77.4
401.686935,77.4
401.786937,77.4
401.887403,77.4
401.986938,77.4
402.086941,77.4
402.186937,77.4
402.286931,77.3
402.386933,77.3
402.486933,77.3
402.586953,77.3
402.686936,77.3
402.78694,77.3
402.886934,77.3
402.986947,77.3
403.086955,77.3
403.18695,77.3
403.286935,77.3
403.387449,77.3
403.48694,77.3
403.587443,77.3
403.687422,77.2
403.787445,77.2
403.887426,77.2
403.987442,77.2
404.086931,77.2
404.186939,77.2
404.286933,77.2
404.386963,77.2
404.486981,77.2
404.589011,77.2
404.686936,77.2
404.786932,77.2
404.886933,77.2
404.986936,77.2
405.086937,77.2
405.187453,77.1
405.287452,77.1
405.387432,77.1
405.487422,77.1
405.587422,77.1
405.687423,77.1
405.787421,77.1
405.887426,77.1
405.987422,77.1
406.086957,77.1
406.18697,77.1
406.286932,77.1
406.386935,77.1
406.486943,77.1
406.586938,77
406.687448,77
406.786966,77
406.887445,77
406.987425,77
407.087446,77
407.187429,77
407.287424,77
407.387413,77
407.487422,77
407.587443,77
407.687428,77
407.787457,77
407.887443,77
407.987421,77
408.087432,76.9
408.187454,76.9
408.287444,76.9
408.38745,76.9
408.48742,76.9
408.587422,76.9
408.687424,76.9
408.78742,76.9
408.887442,76.9
408.987427,76.9
409.087421,76.9
409.187434,76.9
409.287423,76.9
409.387425,76.9
409.487428,76.9
409.587432,76.8
409.68742,76.8
409.787434,76.8
409.887434,76.8
409.987433,76.8
410.08744,76.8
410.187435,76.8
410.287422,76.8
410.38742,76.8
410.487423,76.8
410.587421,76.8
410.687426,76.8
410.787428,76.8
410.887431,76.8
410.987427,76.8
411.087422,76.7
411.187425,76.7
411.287427,76.7
411.387432,76.7
411.487432,76.7
411.587433,76.7
411.687439,76.7
411.787431,76.7
411.887432,76.7
411.987432,76.7
412.087445,76.7
412.187443,76.7
412.287432,76.7
412.387432,76.7
412.487426,76.7
412.587427,76.6
412.687421,76.6
412.787423,76.6
412.887438,76.6
412.987436,76.6
413.087431,76.6
413.187436,76.6
413.287435,76.6
413.387434,76.6
413.487458,76.6
413.58744,76.6
413.687448,76.6
413.787417,76.6
413.887433,76.6
413.987431,76.6
414.087431,76.6
414.187441,76.5
414.287432,76.5
414.387422,76.5
414.487445,76.5
414.587434,76.5
414.687433,76.5
414.787432,76.5
414.887435,76.5
414.987436,76.5
415.08744,76.5
415.18744,76.5
415.287431,76.5
415.387436,76.5
415.487443,76.5
415.587431,76.4
415.687432,76.4
415.787431,76.4
415.887442,76.4
415.987928,76.4
416.087944,76.4
416.187942,76.4
416.287927,76.4
416.387434,76.4
416.487432,76.4
416.587434,76.4
416.687436,76.4
416.787431,76.4
416.887436,76.4
416.987432,76.4
417.087438,76.4
417.187435,76.4
417.287437,76.3
417.387461,76.3
417.487444,76.3
417.587923,76.3
417.687924,76.3
417.787925,76.3
417.88792,76.3
417.987922,76.3
418.087947,76.3
418.187932,76.3
418.287923,76.3
418.387926,76.3
418.487433,76.3
418.587441,76.3
418.687436,76.3
418.787435,76.3
418.887434,76.3
418.987922,76.3
419.08793,76.2
419.187926,76.2
419.287942,76.2
419.387926,76.2
419.487925,76.2
419.587933,76.2
419.687926,76.2
419.787922,76.2
419.887928,76.2
419.987927,76.2
420.087924,76.2
420.187927,76.2
420.287923,76.2
420.387937,76.2
420.487455,76.2
420.587934,76.2
420.687926,76.2
420.787903,76.1
420.887922,76.1
420.987923,76.1
421.087921,76.1
421.187927,76.1
421.287925,76.1
421.387923,76.1
421.487924,76.1
421.587925,76.1
421.687913,76.1
421.787923,76.1
421.88792,76.1
421.987927,76.1
422.087945,76.1
422.187952,76.1
422.287934,76.1
422.387937,76.1
422.487934,76.1
422.587934,76
422.687933,76
422.787935,76
422.887932,76
422.987936,76
423.087937,76
423.187934,76
423.287948,76
423.387959,76
423.487933,76
423.587944,76
423.687944,76
423.787943,76
423.887961,76
423.987938,76
424.087944,76
424.187956,76
424.287933,76
424.387938,76
424.487948,76
424.587934,76
424.687934,76
424.787964,75.9
424.887936,75.9
424.98794,75.9
425.0884,75.9
425.188402,75.9
425.288402,75.9
425.387942,75.9
425.487936,75.9
425.587934,75.9
425.687951,75.9
425.787949,75.9
425.887931,75.9
425.98793,75.9
426.08794,75.9
426.187932,75.9
426.28794,75.9
426.387938,75.9
426.487938,75.9
426.587933,75.8
426.688402,75.8
426.787944,75.8
426.887989,75.8
426.987947,75.8
427.087934,75.8
427.187938,75.8
427.287934,75.8
427.387931,75.8
427.487932,75.8
427.587931,75.8
427.687954,75.8
427.787934,75.8
427.887932,75.8
427.987953,75.8
428.087933,75.8
428.187937,75.8
428.287946,75.8
428.388424,75.8
428.488401,75.8
428.588427,75.8
428.687936,75.8
428.787967,75.8
428.88797,75.8
428.987954,75.7
429.087955,75.7
429.187932,75.7
429.28793,75.7
429.387936,75.7
429.487943,75.7
429.587955,75.7
429.687934,75.7
429.788402,75.7
429.887956,75.7
429.988404,75.7
430.088402,75.7
430.188421,75.7
430.288431,75.7
430.388424,75.7
430.488401,75.7
430.5884,75.7
430.687947,75.7
430.787948,75.7
430.88794,75.6
430.987959,75.6
431.087932,75.6
431.187932,75.6
431.287932,75.6
431.387952,75.6
431.488421,75.6
431.588402,75.6
431.688423,75.6
431.788402,75.6
431.888403,75.6
431.988407,75.6
432.088403,75.6
432.188424,75.6
432.2884,75.6
432.388402,75.6
432.488401,75.6
432.588423,75.6
432.688414,75.6
432.788434,75.6
432.887971,75.6
432.988401,75.6
433.088406,75.5
433.188403,75.5
433.28842,75.5
433.388402,75.5
433.488427,75.5
433.588409,75.5
433.68842,75.5
433.788401,75.5
433.888403,75.5
433.988401,75.5
434.088402,75.5
434.188402,75.5
434.288436,75.5
434.38842,75.5
434.488402,75.5
434.588416,75.5
434.688412,75.5
434.788453,75.5
434.888433,75.5
434.98842,75.5
435.088401,75.5
435.188401,75.5
435.288422,75.4
435.388402,75.4
435.48842,75.4
435.588403,75.4
435.688403,75.4
435.788428,75.4
435.888403,75.4
435.988412,75.4
436.088404,75.4
436.188413,75.4
436.288413,75.4
436.388416,75.4
436.488412,75.4
436.588432,75.4
436.688411,75.4
436.788443,75.4
436.888412,75.4
436.988403,75.4
437.088404,75.4
437.188423,75.3
437.288402,75.3
437.388404,75.3
437.488409,75.3
437.588411,75.3
437.688412,75.3
437.788412,75.3
437.888414,75.3
437.988423,75.3
438.088432,75.3
438.188417,75.3
438.288436,75.3
438.388434,75.3
438.488412,75.3
438.588411,75.3
438.688412,75.3
438.788901,75.3
438.888944,75.3
438.988413,75.3
439.088419,75.3
439.188403,75.3
439.288413,75.3
439.388438,75.3
439.488414,75.2
439.588412,75.2
439.688435,75.2
439.788413,75.2
439.888412,75.2
439.988417,75.2
440.088432,75.2
440.188412,75.2
440.288412,75.2
440.38842,75.2
440.488925,75.2
440.588943,75.2
440.688944,75.2
440.788951,75.2
440.888943,75.2
440.98844,75.2
441.088415,75.2
441.188413,75.2
441.288412,75.2
441.388414,75.2
441.488436,75.2
441.588412,75.2
441.688445,75.1
441.788422,75.1
441.888414,75.1
441.988428,75.1
442.088932,75.1
442.188932,75.1
442.288939,75.1
442.388928,75.1
442.488924,75.1
442.588926,75.1
442.688943,75.1
442.788945,75.1
442.88894,75.1
442.988948,75.1
443.088425,75.1
443.188415,75.1
443.288416,75.1
443.388435,75.1
443.488412,75.1
443.588423,75.1
443.688922,75.1
443.788922,75
443.888925,75
443.988924,75
444.088929,75
444.188922,75
444.28892,75
444.388922,75
444.488938,75
444.58892,75
444.688925,75
444.788927,75
444.888944,75
444.988934,75
445.088969,75
445.188946,75
445.28894,75
445.388929,75
445.488916,75
445.588925,75
445.688924,75
445.788928,75
445.888928,74.9
445.988919,74.9
446.088926,74.9
446.188928,74.9
446.288937,74.9
446.388942,74.9
446.488927,74.9
446.588925,74.9
446.688935,74.9
446.788934,74.9
446.888935,74.9
446.988938,74.9
447.088938,74.9
447.188939,74.9
447.288927,74.9
447.388921,74.9
447.488924,74.9
447.588927,74.9
447.688923,74.9
447.788924,74.9
447.888954,74.9
447.98894,74.8
448.088958,74.8
448.188923,74.8
448.28895,74.8
448.388954,74.8
448.488956,74.8
448.589446,74.8
448.688946,74.8
448.78894,74.8
448.88895,74.8
448.988935,74.8
449.088941,74.8
449.188947,74.8
449.288932,74.8
449.388932,74.8
449.488934,74.8
449.588946,74.8
449.688942,74.8
449.788954,74.8
449.888958,74.8
449.989452,74.8
450.089446,74.8
450.188954,74.8
450.288947,74.7
450.388935,74.7
450.488932,74.7
450.588956,74.7
450.688931,74.7
450.788937,74.7
450.888938,74.7
450.988915,74.7
451.088955,74.7
451.188955,74.7
451.288944,74.7
451.38897,74.7
451.488965,74.7
451.588951,74.7
451.689449,74.7
451.788938,74.7
451.888956,74.7
451.988915,74.7
452.088936,74.7
452.188933,74.7
452.288959,74.7
452.388976,74.6
452.488936,74.6
452.588933,74.6
452.688942,74.6
452.78894,74.6
452.888944,74.6
452.98895,74.6
453.089464,74.6
453.189433,74.6
453.289432,74.6
453.388972,74.6
453.488946,74.6
453.588938,74.6
453.688935,74.6
453.788932,74.6
453.888939,74.6
453.988936,74.6
454.088961,74.6
454.188936,74.6
454.288956,74.6
454.388969,74.6
454.488943,74.6
454.588956,74.5
454.689448,74.5
454.789455,74.5
454.889422,74.5
454.989459,74.5
455.089423,74.5
455.189426,74.5
455.289442,74.5
455.389429,74.5
455.488938,74.5
455.588933,74.5
455.688932,74.5
455.788973,74.5
455.88894,74.5
455.988947,74.5
456.08895,74.5
456.189455,74.5
456.288972,74.5
456.389451,74.5
456.489428,74.5
456.589426,74.5
456.689439,74.4
456.789431,74.4
456.889429,74.4
456.989436,74.4
457.089426,74.4
457.189423,74.4
457.289428,74.4
457.389442,74.4
457.48896,74.4
457.588981,74.4
457.688975,74.4
457.788997,74.4
457.889447,74.4
457.989452,74.4
458.089435,74.4
458.189447,74.4
458.289429,74.4
458.389429,74.4
458.489428,74.4
458.589424,74.4
458.689425,74.4
458.789433,74.4
458.889428,74.3
458.989573,74.3
459.089434,74.3
459.189447,74.3
459.289476,74.3
459.389428,74.3
459.489437,74.3
459.589434,74.3
459.689427,74.3
459.789427,74.3
459.889425,74.3
459.989425,74.3
460.08943,74.3
460.189427,74.3
460.289425,74.3
460.389452,74.3
460.489422,74.3
460.589442,74.3
460.689448,74.3
460.789425,74.3
460.889448,74.3
460.989434,74.3
461.089436,74.3
461.189433,74.2
461.289457,74.2
461.389442,74.2
461.489448,74.2
461.589437,74.2
461.689427,74.2
461.78943,74.2
461.889428,74.2
461.989406,74.2
462.089417,74.2
462.189445,74.2
462.289429,74.2
462.389432,74.2
462.489435,74.2
462.589441,74.2
462.689452,74.2
462.789448,74.2
462.889455,74.2
462.989436,74.2
463.089457,74.2
463.189442,74.2
463.289456,74.1
463.389446,74.1
463.489436,74.1
463.589456,74.1
463.68946,74.1
463.789433,74.1
463.889457,74.1
463.989434,74.1
464.089486,74.1
464.189433,74.1
464.289453,74.1
464.389429,74.1
464.489462,74.1
464.589439,74.1
464.689434,74.1
464.789446,74.1
464.889454,74.1
464.989725,74.1
465.089419,74.1
465.189433,74.1
465.289448,74.1
465.389452,74.1
465.489933,74.1
465.589946,74
465.689445,74
465.789456,74
465.889454,74
465.989453,74
466.089473,74
466.189443,74
466.289454,74
466.389444,74
466.489416,74
466.589448,74
466.689436,74
466.78992,74
466.889447,74
466.989445,74
467.089464,74
467.18994,74
467.289927,74
467.389945,74
467.489924,74
467.589938,74
467.689442,74
467.789449,74
467.889417,73.9
467.989461,73.9
468.089457,73.9
468.189437,73.9
468.289441,73.9
468.389449,73.9
468.489459,73.9
468.589922,73.9
468.689926,73.9
468.789928,73.9
468.889937,73.9
468.989921,73.9
469.089925,73.9
469.189927,73.9
469.289927,73.9
469.389927,73.9
469.489941,73.9
469.589945,73.9
469.689924,73.9
469.789936,73.9
469.889482,73.9
469.989459,73.9
470.089434,73.8
470.189926,73.8
470.289923,73.8
470.38992,73.8
470.489919,73.8
470.589921,73.8
470.689928,73.8
470.789926,73.8
470.889936,73.8
470.989923,73.8
471.089928,73.8
471.189923,73.8
471.289938,73.8
471.389924,73.8
471.489931,73.8
471.589953,73.8
471.689932,73.8
471.789929,73.8
471.889946,73.8
471.989905,73.8
472.089908,73.8
472.189925,73.8
472.289924,73.8
472.38992,73.8
472.489928,73.7
472.589926,73.7
472.689926,73.7
472.789963,73.7
472.889946,73.7
472.989925,73.7
473.089958,73.7
473.189953,73.7
473.290405,73.7
473.390028,73.7
473.489937,73.7
473.589939,73.7
473.689932,73.7
473.789932,73.7
473.889934,73.7
473.989933,73.7
474.089929,73.7
474.18995,73.7
474.289932,73.7
474.389946,73.7
474.489971,73.7
474.590457,73.7
474.689956,73.7
474.790433,73.6
474.889984,73.6
474.990443,73.6
475.089959,73.6
475.189931,73.6
475.289932,73.6
475.389934,73.6
475.489935,73.6
475.589933,73.6
475.68995,73.6
475.78993,73.6
